20270001/1;1;10001;20001;30001;40001
20270524/10;55522;65522;75522;85522;95522
20270524/11;57188;67188;77188;87188;97188
20270524/12;58854;68854;78854;88854;98854
20270525/1;525;10525;20525;30525;40525
20270525/2;2191;12191;22191;32191;42191
20270525/3;3857;13857;23857;33857;43857
20270525/4;5523;15523;25523;35523;45523
20270525/5;7189;17189;27189;37189;47189
20270525/6;8855;18855;28855;38855;48855
20270525/7;50525;60525;70525;80525;90525
20270525/8;52191;62191;72191;82191;92191
20270525/9;53857;63857;73857;83857;93857
20270525/10;55523;65523;75523;85523;95523
20270525/11;57189;67189;77189;87189;97189
20270525/12;58855;68855;78855;88855;98855
20270526/1;526;10526;20526;30526;40526
20270526/2;2192;12192;22192;32192;42192
20270526/3;3858;13858;23858;33858;43858
20270526/4;5524;15524;25524;35524;45524
20270526/5;7190;17190;27190;37190;47190
20270526/6;8856;18856;28856;38856;48856
20270526/7;50526;60526;70526;80526;90526
20270526/8;52192;62192;72192;82192;92192
20270526/9;53858;63858;73858;83858;93858
20270526/10;55524;65524;75524;85524;95524
20270526/11;57190;67190;77190;87190;97190
20270526/12;58856;68856;78856;88856;98856
20270527/1;527;10527;20527;30527;40527
20270527/2;2193;12193;22193;32193;42193
20270527/3;3859;13859;23859;33859;43859
20270527/4;5525;15525;25525;35525;45525
20270527/5;7191;17191;27191;37191;47191
20270527/6;8857;18857;28857;38857;48857
20270527/7;50527;60527;70527;80527;90527
20270527/8;52193;62193;72193;82193;92193
20270527/9;53859;63859;73859;83859;93859
20270527/10;55525;65525;75525;85525;95525
20270527/11;57191;67191;77191;87191;97191
20270527/12;58857;68857;78857;88857;98857
20270528/1;528;10528;20528;30528;40528
20270528/2;2194;12194;22194;32194;42194
20270528/3;3860;13860;23860;33860;43860
20270528/4;5526;15526;25526;35526;45526
20270528/5;7192;17192;27192;37192;47192
20270528/6;8858;18858;28858;38858;48858
20270528/7;50528;60528;70528;80528;90528
20270528/8;52194;62194;72194;82194;92194
20270528/9;53860;63860;73860;83860;93860
20270528/10;55526;65526;75526;85526;95526
20270528/11;57192;67192;77192;87192;97192
20270528/12;58858;68858;78858;88858;98858
20270529/1;529;10529;20529;30529;40529
20270529/2;2195;12195;22195;32195;42195
20270529/3;3861;13861;23861;33861;43861
20270529/4;5527;15527;25527;35527;45527
20270529/5;7193;17193;27193;37193;47193
20270529/6;8859;18859;28859;38859;48859
20270529/7;50529;60529;70529;80529;90529
20270529/8;52195;62195;72195;82195;92195
20270529/9;53861;63861;73861;83861;93861
20270529/10;55527;65527;75527;85527;95527
20270529/11;57193;67193;77193;87193;97193
20270529/12;58859;68859;78859;88859;98859
20270530/1;530;10530;20530;30530;40530
20270530/2;2196;12196;22196;32196;42196
20270530/3;3862;13862;23862;33862;43862
20270530/4;5528;15528;25528;35528;45528
20270530/5;7194;17194;27194;37194;47194
20270530/6;8860;18860;28860;38860;48860
20270530/7;50530;60530;70530;80530;90530
20270530/8;52196;62196;72196;82196;92196
20270530/9;53862;63862;73862;83862;93862
20270530/10;55528;65528;75528;85528;95528
20270530/11;57194;67194;77194;87194;97194
20270530/12;58860;68860;78860;88860;98860
20270531/1;531;10531;20531;30531;40531
20270531/2;2197;12197;22197;32197;42197
20270531/3;3863;13863;23863;33863;43863
20270531/4;5529;15529;25529;35529;45529
20270531/5;7195;17195;27195;37195;47195
20270531/6;8861;18861;28861;38861;48861
20270531/7;50531;60531;70531;80531;90531
20270531/8;52197;62197;72197;82197;92197
20270531/9;53863;63863;73863;83863;93863
20270531/10;55529;65529;75529;85529;95529
20270531/11;57195;67195;77195;87195;97195
20270531/12;58861;68861;78861;88861;98861
20270532/1;532;10532;20532;30532;40532
20270532/2;2198;12198;22198;32198;42198
20270532/3;3864;13864;23864;33864;43864
20270532/4;5530;15530;25530;35530;45530
20270532/5;7196;17196;27196;37196;47196
20270532/6;8862;18862;28862;38862;48862
20270532/7;50532;60532;70532;80532;90532
20270532/8;52198;62198;72198;82198;92198
20270532/9;53864;63864;73864;83864;93864
20270532/10;55530;65530;75530;85530;95530
20270532/11;57196;67196;77196;87196;97196
20270532/12;58862;68862;78862;88862;98862
20270533/1;533;10533;20533;30533;40533
20270533/2;2199;12199;22199;32199;42199
20270533/3;3865;13865;23865;33865;43865
20270533/4;5531;15531;25531;35531;45531
20270533/5;7197;17197;27197;37197;47197
20270533/6;8863;18863;28863;38863;48863
20270533/7;50533;60533;70533;80533;90533
20270533/8;52199;62199;72199;82199;92199
20270533/9;53865;63865;73865;83865;93865
20270533/10;55531;65531;75531;85531;95531
20270533/11;57197;67197;77197;87197;97197
20270533/12;58863;68863;78863;88863;98863
20270534/1;534;10534;20534;30534;40534
20270534/2;2200;12200;22200;32200;42200
20270534/3;3866;13866;23866;33866;43866
20270534/4;5532;15532;25532;35532;45532
20270534/5;7198;17198;27198;37198;47198
20270534/6;8864;18864;28864;38864;48864
20270534/7;50534;60534;70534;80534;90534
20270534/8;52200;62200;72200;82200;92200
20270534/9;53866;63866;73866;83866;93866
20270534/10;55532;65532;75532;85532;95532
20270534/11;57198;67198;77198;87198;97198
20270534/12;58864;68864;78864;88864;98864
20270535/1;535;10535;20535;30535;40535
20270535/2;2201;12201;22201;32201;42201
20270535/3;3867;13867;23867;33867;43867
20270535/4;5533;15533;25533;35533;45533
20270535/5;7199;17199;27199;37199;47199
20270535/6;8865;18865;28865;38865;48865
20270535/7;50535;60535;70535;80535;90535
20270535/8;52201;62201;72201;82201;92201
20270535/9;53867;63867;73867;83867;93867
20270535/10;55533;65533;75533;85533;95533
20270535/11;57199;67199;77199;87199;97199
20270535/12;58865;68865;78865;88865;98865
20270536/1;536;10536;20536;30536;40536
20270536/2;2202;12202;22202;32202;42202
20270536/3;3868;13868;23868;33868;43868
20270536/4;5534;15534;25534;35534;45534
20270536/5;7200;17200;27200;37200;47200
20270536/6;8866;18866;28866;38866;48866
20270536/7;50536;60536;70536;80536;90536
20270536/8;52202;62202;72202;82202;92202
20270536/9;53868;63868;73868;83868;93868
20270536/10;55534;65534;75534;85534;95534
20270536/11;57200;67200;77200;87200;97200
20270536/12;58866;68866;78866;88866;98866
20270537/1;537;10537;20537;30537;40537
20270537/2;2203;12203;22203;32203;42203
20270537/3;3869;13869;23869;33869;43869
20270537/4;5535;15535;25535;35535;45535
20270537/5;7201;17201;27201;37201;47201
20270537/6;8867;18867;28867;38867;48867
20270537/7;50537;60537;70537;80537;90537
20270537/8;52203;62203;72203;82203;92203
20270537/9;53869;63869;73869;83869;93869
20270537/10;55535;65535;75535;85535;95535
20270537/11;57201;67201;77201;87201;97201
20270537/12;58867;68867;78867;88867;98867
20270538/1;538;10538;20538;30538;40538
20270538/2;2204;12204;22204;32204;42204
20270538/3;3870;13870;23870;33870;43870
20270538/4;5536;15536;25536;35536;45536
20270538/5;7202;17202;27202;37202;47202
20270538/6;8868;18868;28868;38868;48868
20270538/7;50538;60538;70538;80538;90538
20270538/8;52204;62204;72204;82204;92204
20270538/9;53870;63870;73870;83870;93870
20270538/10;55536;65536;75536;85536;95536
20270538/11;57202;67202;77202;87202;97202
20270538/12;58868;68868;78868;88868;98868
20270539/1;539;10539;20539;30539;40539
20270539/2;2205;12205;22205;32205;42205
20270539/3;3871;13871;23871;33871;43871
20270539/4;5537;15537;25537;35537;45537
20270539/5;7203;17203;27203;37203;47203
20270539/6;8869;18869;28869;38869;48869
20270539/7;50539;60539;70539;80539;90539
20270539/8;52205;62205;72205;82205;92205
20270539/9;53871;63871;73871;83871;93871
20270539/10;55537;65537;75537;85537;95537
20270539/11;57203;67203;77203;87203;97203
20270539/12;58869;68869;78869;88869;98869
20270540/1;540;10540;20540;30540;40540
20270540/2;2206;12206;22206;32206;42206
20270540/3;3872;13872;23872;33872;43872
20270540/4;5538;15538;25538;35538;45538
20270540/5;7204;17204;27204;37204;47204
20270540/6;8870;18870;28870;38870;48870
20270540/7;50540;60540;70540;80540;90540
20270540/8;52206;62206;72206;82206;92206
20270540/9;53872;63872;73872;83872;93872
20270540/10;55538;65538;75538;85538;95538
20270540/11;57204;67204;77204;87204;97204
20270540/12;58870;68870;78870;88870;98870
20270541/1;541;10541;20541;30541;40541
20270541/2;2207;12207;22207;32207;42207
20270541/3;3873;13873;23873;33873;43873
20270541/4;5539;15539;25539;35539;45539
20270541/5;7205;17205;27205;37205;47205
20270541/6;8871;18871;28871;38871;48871
20270541/7;50541;60541;70541;80541;90541
20270541/8;52207;62207;72207;82207;92207
20270541/9;53873;63873;73873;83873;93873
20270541/10;55539;65539;75539;85539;95539
20270541/11;57205;67205;77205;87205;97205
20270541/12;58871;68871;78871;88871;98871
20270542/1;542;10542;20542;30542;40542
20270542/2;2208;12208;22208;32208;42208
20270542/3;3874;13874;23874;33874;43874
20270542/4;5540;15540;25540;35540;45540
20270542/5;7206;17206;27206;37206;47206
20270542/6;8872;18872;28872;38872;48872
20270542/7;50542;60542;70542;80542;90542
20270542/8;52208;62208;72208;82208;92208
20270542/9;53874;63874;73874;83874;93874
20270542/10;55540;65540;75540;85540;95540
20270542/11;57206;67206;77206;87206;97206
20270542/12;58872;68872;78872;88872;98872
20270543/1;543;10543;20543;30543;40543
20270543/2;2209;12209;22209;32209;42209
20270543/3;3875;13875;23875;33875;43875
20270543/4;5541;15541;25541;35541;45541
20270543/5;7207;17207;27207;37207;47207
20270543/6;8873;18873;28873;38873;48873
20270543/7;50543;60543;70543;80543;90543
20270543/8;52209;62209;72209;82209;92209
20270543/9;53875;63875;73875;83875;93875
20270543/10;55541;65541;75541;85541;95541
20270543/11;57207;67207;77207;87207;97207
20270543/12;58873;68873;78873;88873;98873
20270544/1;544;10544;20544;30544;40544
20270544/2;2210;12210;22210;32210;42210
20270544/3;3876;13876;23876;33876;43876
20270544/4;5542;15542;25542;35542;45542
20270544/5;7208;17208;27208;37208;47208
20270544/6;8874;18874;28874;38874;48874
20270544/7;50544;60544;70544;80544;90544
20270544/8;52210;62210;72210;82210;92210
20270544/9;53876;63876;73876;83876;93876
20270544/10;55542;65542;75542;85542;95542
20270544/11;57208;67208;77208;87208;97208
20270544/12;58874;68874;78874;88874;98874
20270545/1;545;10545;20545;30545;40545
20270545/2;2211;12211;22211;32211;42211
20270545/3;3877;13877;23877;33877;43877
20270545/4;5543;15543;25543;35543;45543
20270545/5;7209;17209;27209;37209;47209
20270545/6;8875;18875;28875;38875;48875
20270545/7;50545;60545;70545;80545;90545
20270545/8;52211;62211;72211;82211;92211
20270545/9;53877;63877;73877;83877;93877
20270545/10;55543;65543;75543;85543;95543
20270545/11;57209;67209;77209;87209;97209
20270545/12;58875;68875;78875;88875;98875
20270546/1;546;10546;20546;30546;40546
20270546/2;2212;12212;22212;32212;42212
20270546/3;3878;13878;23878;33878;43878
20270546/4;5544;15544;25544;35544;45544
20270546/5;7210;17210;27210;37210;47210
20270546/6;8876;18876;28876;38876;48876
20270546/7;50546;60546;70546;80546;90546
20270546/8;52212;62212;72212;82212;92212
20270546/9;53878;63878;73878;83878;93878
20270546/10;55544;65544;75544;85544;95544
20270546/11;57210;67210;77210;87210;97210
20270546/12;58876;68876;78876;88876;98876
20270547/1;547;10547;20547;30547;40547
20270547/2;2213;12213;22213;32213;42213
20270547/3;3879;13879;23879;33879;43879
20270547/4;5545;15545;25545;35545;45545
20270547/5;7211;17211;27211;37211;47211
20270547/6;8877;18877;28877;38877;48877
20270547/7;50547;60547;70547;80547;90547
20270547/8;52213;62213;72213;82213;92213
20270547/9;53879;63879;73879;83879;93879
20270547/10;55545;65545;75545;85545;95545
20270547/11;57211;67211;77211;87211;97211
20270547/12;58877;68877;78877;88877;98877
20270548/1;548;10548;20548;30548;40548
20270548/2;2214;12214;22214;32214;42214
20270548/3;3880;13880;23880;33880;43880
20270548/4;5546;15546;25546;35546;45546
20270548/5;7212;17212;27212;37212;47212
20270548/6;8878;18878;28878;38878;48878
20270548/7;50548;60548;70548;80548;90548
20270548/8;52214;62214;72214;82214;92214
20270548/9;53880;63880;73880;83880;93880
20270548/10;55546;65546;75546;85546;95546
20270548/11;57212;67212;77212;87212;97212
20270548/12;58878;68878;78878;88878;98878
20270549/1;549;10549;20549;30549;40549
20270549/2;2215;12215;22215;32215;42215
20270549/3;3881;13881;23881;33881;43881
20270549/4;5547;15547;25547;35547;45547
20270549/5;7213;17213;27213;37213;47213
20270549/6;8879;18879;28879;38879;48879
20270549/7;50549;60549;70549;80549;90549
20270549/8;52215;62215;72215;82215;92215
20270549/9;53881;63881;73881;83881;93881
20270549/10;55547;65547;75547;85547;95547
20270549/11;57213;67213;77213;87213;97213
20270549/12;58879;68879;78879;88879;98879
20270550/1;550;10550;20550;30550;40550
20270550/2;2216;12216;22216;32216;42216
20270550/3;3882;13882;23882;33882;43882
20270550/4;5548;15548;25548;35548;45548
20270550/5;7214;17214;27214;37214;47214
20270550/6;8880;18880;28880;38880;48880
20270550/7;50550;60550;70550;80550;90550
20270550/8;52216;62216;72216;82216;92216
20270550/9;53882;63882;73882;83882;93882
20270550/10;55548;65548;75548;85548;95548
20270550/11;57214;67214;77214;87214;97214
20270550/12;58880;68880;78880;88880;98880
20270551/1;551;10551;20551;30551;40551
20270551/2;2217;12217;22217;32217;42217
20270551/3;3883;13883;23883;33883;43883
20270551/4;5549;15549;25549;35549;45549
20270551/5;7215;17215;27215;37215;47215
20270551/6;8881;18881;28881;38881;48881
20270551/7;50551;60551;70551;80551;90551
20270551/8;52217;62217;72217;82217;92217
20270551/9;53883;63883;73883;83883;93883
20270551/10;55549;65549;75549;85549;95549
20270551/11;57215;67215;77215;87215;97215
20270551/12;58881;68881;78881;88881;98881
20270552/1;552;10552;20552;30552;40552
20270552/2;2218;12218;22218;32218;42218
20270552/3;3884;13884;23884;33884;43884
20270552/4;5550;15550;25550;35550;45550
20270552/5;7216;17216;27216;37216;47216
20270552/6;8882;18882;28882;38882;48882
20270552/7;50552;60552;70552;80552;90552
20270552/8;52218;62218;72218;82218;92218
20270552/9;53884;63884;73884;83884;93884
20270552/10;55550;65550;75550;85550;95550
20270552/11;57216;67216;77216;87216;97216
20270552/12;58882;68882;78882;88882;98882
20270553/1;553;10553;20553;30553;40553
20270553/2;2219;12219;22219;32219;42219
20270553/3;3885;13885;23885;33885;43885
20270553/4;5551;15551;25551;35551;45551
20270553/5;7217;17217;27217;37217;47217
20270553/6;8883;18883;28883;38883;48883
20270553/7;50553;60553;70553;80553;90553
20270553/8;52219;62219;72219;82219;92219
20270553/9;53885;63885;73885;83885;93885
20270553/10;55551;65551;75551;85551;95551
20270553/11;57217;67217;77217;87217;97217
20270553/12;58883;68883;78883;88883;98883
20270554/1;554;10554;20554;30554;40554
20270554/2;2220;12220;22220;32220;42220
20270554/3;3886;13886;23886;33886;43886
20270554/4;5552;15552;25552;35552;45552
20270554/5;7218;17218;27218;37218;47218
20270554/6;8884;18884;28884;38884;48884
20270554/7;50554;60554;70554;80554;90554
20270554/8;52220;62220;72220;82220;92220
20270554/9;53886;63886;73886;83886;93886
20270554/10;55552;65552;75552;85552;95552
20270554/11;57218;67218;77218;87218;97218
20270554/12;58884;68884;78884;88884;98884
20270555/1;555;10555;20555;30555;40555
20270555/2;2221;12221;22221;32221;42221
20270555/3;3887;13887;23887;33887;43887
20270555/4;5553;15553;25553;35553;45553
20270555/5;7219;17219;27219;37219;47219
20270555/6;8885;18885;28885;38885;48885
20270555/7;50555;60555;70555;80555;90555
20270555/8;52221;62221;72221;82221;92221
20270555/9;53887;63887;73887;83887;93887
20270555/10;55553;65553;75553;85553;95553
20270555/11;57219;67219;77219;87219;97219
20270555/12;58885;68885;78885;88885;98885
20270556/1;556;10556;20556;30556;40556
20270556/2;2222;12222;22222;32222;42222
20270556/3;3888;13888;23888;33888;43888
20270556/4;5554;15554;25554;35554;45554
20270556/5;7220;17220;27220;37220;47220
20270556/6;8886;18886;28886;38886;48886
20270556/7;50556;60556;70556;80556;90556
20270556/8;52222;62222;72222;82222;92222
20270556/9;53888;63888;73888;83888;93888
20270556/10;55554;65554;75554;85554;95554
20270556/11;57220;67220;77220;87220;97220
20270556/12;58886;68886;78886;88886;98886
20270557/1;557;10557;20557;30557;40557
20270557/2;2223;12223;22223;32223;42223
20270557/3;3889;13889;23889;33889;43889
20270557/4;5555;15555;25555;35555;45555
20270557/5;7221;17221;27221;37221;47221
20270557/6;8887;18887;28887;38887;48887
20270557/7;50557;60557;70557;80557;90557
20270557/8;52223;62223;72223;82223;92223
20270557/9;53889;63889;73889;83889;93889
20270557/10;55555;65555;75555;85555;95555
20270557/11;57221;67221;77221;87221;97221
20270557/12;58887;68887;78887;88887;98887
20270558/1;558;10558;20558;30558;40558
20270558/2;2224;12224;22224;32224;42224
20270558/3;3890;13890;23890;33890;43890
20270558/4;5556;15556;25556;35556;45556
20270558/5;7222;17222;27222;37222;47222
20270558/6;8888;18888;28888;38888;48888
20270558/7;50558;60558;70558;80558;90558
20270558/8;52224;62224;72224;82224;92224
20270558/9;53890;63890;73890;83890;93890
20270558/10;55556;65556;75556;85556;95556
20270558/11;57222;67222;77222;87222;97222
20270558/12;58888;68888;78888;88888;98888
20270559/1;559;10559;20559;30559;40559
